"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date"
"2114","fresno",1780,35,36,0,2020-05-31
"2115","fresno",1854,36,74,1,2020-06-01
"2116","fresno",1917,37,63,1,2020-06-02
"2117","fresno",1943,37,26,0,2020-06-03
"2118","fresno",2007,40,64,3,2020-06-04
"2119","fresno",2051,43,44,3,2020-06-05
"2120","fresno",2117,43,66,0,2020-06-06
"2121","fresno",2144,43,27,0,2020-06-07
"2122","fresno",2194,43,50,0,2020-06-08
"2123","fresno",2278,48,84,5,2020-06-09
"2124","fresno",2324,49,46,1,2020-06-10
"2125","fresno",2338,51,14,2,2020-06-11
"2126","fresno",2428,52,90,1,2020-06-12
"2127","fresno",2499,52,71,0,2020-06-13
"2128","fresno",2585,52,86,0,2020-06-14
"2129","fresno",2616,55,31,3,2020-06-15
"2130","fresno",2731,57,115,2,2020-06-16
"2131","fresno",2801,61,70,4,2020-06-17
"2132","fresno",2947,62,146,1,2020-06-18
"2133","fresno",3109,66,162,4,2020-06-19
"2134","fresno",3222,66,113,0,2020-06-20
"2135","fresno",3296,66,74,0,2020-06-21
"2136","fresno",3425,67,129,1,2020-06-22
"2137","fresno",3569,70,144,3,2020-06-23
"2138","fresno",3765,71,196,1,2020-06-24
"2139","fresno",3958,71,193,0,2020-06-25
"2140","fresno",4197,72,239,1,2020-06-26
"2141","fresno",4362,72,165,0,2020-06-27
"2142","fresno",4492,72,130,0,2020-06-28
"2143","fresno",4807,72,315,0,2020-06-29
"2144","fresno",5011,74,204,2,2020-06-30
"2145","fresno",5264,75,253,1,2020-07-01
"2146","fresno",5402,77,138,2,2020-07-02
"2147","fresno",5783,77,381,0,2020-07-03
"2148","inyo",0,0,0,0,2020-03-18
"2149","inyo",0,0,0,0,2020-03-19
"2150","inyo",0,0,0,0,2020-03-20
"2151","inyo",0,0,0,0,2020-03-21
"2152","inyo",0,0,0,0,2020-03-22
"2153","inyo",0,0,0,0,2020-03-23
"2154","inyo",0,0,0,0,2020-03-24
"2155","inyo",0,0,0,0,2020-03-25
"2156","inyo",0,0,0,0,2020-03-26
"2157","inyo",0,0,0,0,2020-03-27
"2158","inyo",0,0,0,0,2020-03-28
"2159","inyo",0,0,0,0,2020-03-29
"2160","inyo",5,0,5,0,2020-03-30
"2161","inyo",8,0,3,0,2020-03-31
"2162","inyo",8,0,0,0,2020-04-01
"2163","inyo",8,0,0,0,2020-04-02
"2164","inyo",10,0,2,0,2020-04-03
"2165","inyo",10,0,0,0,2020-04-04
"2166","inyo",10,0,0,0,2020-04-05
"2167","inyo",11,0,1,0,2020-04-06
"2168","inyo",11,0,0,0,2020-04-07
"2169","inyo",11,0,0,0,2020-04-08
"2170","inyo",11,0,0,0,2020-04-09
"2171","inyo",11,0,0,0,2020-04-10
"2172","inyo",12,0,1,0,2020-04-11
"2173","inyo",12,0,0,0,2020-04-12
"2174","inyo",12,0,0,0,2020-04-13
"2175","inyo",12,0,0,0,2020-04-14
"2176","inyo",12,0,0,0,2020-04-15
"2177","inyo",17,0,5,0,2020-04-16
"2178","inyo",17,0,0,0,2020-04-17
"2179","inyo",17,0,0,0,2020-04-18
"2180","inyo",17,0,0,0,2020-04-19
"2181","inyo",17,0,0,0,2020-04-20
"2182","inyo",18,0,1,0,2020-04-21
"2183","inyo",18,0,0,0,2020-04-22
"2184","inyo",19,0,1,0,2020-04-23
"2185","inyo",20,1,1,1,2020-04-24
"2186","inyo",20,1,0,0,2020-04-25
"2187","inyo",20,1,0,0,2020-04-26
"2188","inyo",20,1,0,0,2020-04-27
"2189","inyo",20,1,0,0,2020-04-28
"2190","inyo",20,1,0,0,2020-04-29
"2191","inyo",20,1,0,0,2020-04-30
"2192","inyo",20,1,0,0,2020-05-01
"2193","inyo",20,1,0,0,2020-05-02
"2194","inyo",20,1,0,0,2020-05-03
"2195","inyo",20,1,0,0,2020-05-04
"2196","inyo",20,1,0,0,2020-05-05
"2197","inyo",20,1,0,0,2020-05-06
"2198","inyo",20,1,0,0,2020-05-07
"2199","inyo",20,1,0,0,2020-05-08
"2200","inyo",20,1,0,0,2020-05-09
"2201","inyo",20,1,0,0,2020-05-10
"2202","inyo",20,1,0,0,2020-05-11
"2203","inyo",20,1,0,0,2020-05-12
"2204","inyo",20,1,0,0,2020-05-13
"2205","inyo",20,1,0,0,2020-05-14
"2206","inyo",20,1,0,0,2020-05-15
"2207","inyo",20,1,0,0,2020-05-16
"2208","inyo",20,1,0,0,2020-05-17
"2209","inyo",20,1,0,0,2020-05-18
"2210","inyo",20,1,0,0,2020-05-19
"2211","inyo",20,1,0,0,2020-05-20
"2212","inyo",20,1,0,0,2020-05-21
"2213","inyo",20,1,0,0,2020-05-22
"2214","inyo",20,1,0,0,2020-05-23
"2215","inyo",20,1,0,0,2020-05-24
"2216","inyo",20,1,0,0,2020-05-25
"2217","inyo",20,1,0,0,2020-05-26
"2218","inyo",20,1,0,0,2020-05-27
"2219","inyo",20,1,0,0,2020-05-28
"2220","inyo",20,1,0,0,2020-05-29
"2221","inyo",20,1,0,0,2020-05-30
"2222","inyo",20,1,0,0,2020-05-31
"2223","inyo",20,1,0,0,2020-06-01
"2224","inyo",20,1,0,0,2020-06-02
"2225","inyo",20,1,0,0,2020-06-03
"2226","inyo",20,1,0,0,2020-06-04
"2227","inyo",21,1,1,0,2020-06-05
"2228","inyo",21,1,0,0,2020-06-06
"2229","inyo",21,1,0,0,2020-06-07
"2230","inyo",22,1,1,0,2020-06-08
"2231","inyo",22,1,0,0,2020-06-09
"2232","inyo",23,1,1,0,2020-06-10
"2233","inyo",23,1,0,0,2020-06-11
"2234","inyo",23,1,0,0,2020-06-12
"2235","inyo",23,1,0,0,2020-06-13
"2236","inyo",23,1,0,0,2020-06-14
"2237","inyo",23,1,0,0,2020-06-15
"2238","inyo",24,1,1,0,2020-06-16
"2239","inyo",25,1,1,0,2020-06-17
"2240","inyo",25,1,0,0,2020-06-18
"2241","inyo",26,1,1,0,2020-06-19
"2242","inyo",26,1,0,0,2020-06-20
"2243","inyo",26,1,0,0,2020-06-21
"2244","inyo",26,1,0,0,2020-06-22
"2245","inyo",26,1,0,0,2020-06-23
"2246","inyo",28,1,2,0,2020-06-24
"2247","inyo",27,1,-1,0,2020-06-25
"2248","inyo",29,1,2,0,2020-06-26
"2249","inyo",29,1,0,0,2020-06-27
"2250","inyo",29,1,0,0,2020-06-28
"2251","inyo",29,1,0,0,2020-06-29
"2252","inyo",30,1,1,0,2020-06-30
"2253","inyo",29,1,-1,0,2020-07-01
"2254","inyo",29,1,0,0,2020-07-02
"2255","inyo",32,1,3,0,2020-07-03
"2256","san joaquin",14,2,14,2,2020-03-18
"2257","san joaquin",15,2,1,0,2020-03-19
"2258","san joaquin",18,2,3,0,2020-03-20
"2259","san joaquin",26,2,8,0,2020-03-21
"2260","san joaquin",30,2,4,0,2020-03-22
"2261","san joaquin",37,2,7,0,2020-03-23
"2262","san joaquin",52,2,15,0,2020-03-24
"2263","san joaquin",64,2,12,0,2020-03-25
"2264","san joaquin",69,3,5,1,2020-03-26
"2265","san joaquin",73,3,4,0,2020-03-27
"2266","san joaquin",83,4,10,1,2020-03-28
"2267","san joaquin",86,4,3,0,2020-03-29
"2268","san joaquin",112,5,26,1,2020-03-30
"2269","san joaquin",122,7,10,2,2020-03-31
"2270","san joaquin",132,8,10,1,2020-04-01
"2271","san joaquin",148,9,16,1,2020-04-02
"2272","san joaquin",162,10,14,1,2020-04-03
"2273","san joaquin",171,10,9,0,2020-04-04
"2274","san joaquin",179,10,8,0,2020-04-05
"2275","san joaquin",191,10,12,0,2020-04-06
"2276","san joaquin",198,12,7,2,2020-04-07
"2277","san joaquin",211,12,13,0,2020-04-08
"2278","san joaquin",223,14,12,2,2020-04-09
"2279","san joaquin",234,14,11,0,2020-04-10
"2280","san joaquin",244,15,10,1,2020-04-11
"2281","san joaquin",246,15,2,0,2020-04-12
"2282","san joaquin",259,17,13,2,2020-04-13
"2283","san joaquin",280,17,21,0,2020-04-14
"2284","san joaquin",329,17,49,0,2020-04-15
"2285","san joaquin",345,17,16,0,2020-04-16
"2286","san joaquin",356,17,11,0,2020-04-17
"2287","san joaquin",392,17,36,0,2020-04-18
"2288","san joaquin",404,17,12,0,2020-04-19
"2289","san joaquin",422,17,18,0,2020-04-20
"2290","san joaquin",447,20,25,3,2020-04-21
"2291","san joaquin",462,20,15,0,2020-04-22
"2292","san joaquin",479,22,17,2,2020-04-23
"2293","san joaquin",484,24,5,2,2020-04-24
"2294","san joaquin",497,25,13,1,2020-04-25
"2295","san joaquin",514,25,17,0,2020-04-26
"2296","san joaquin",522,25,8,0,2020-04-27
"2297","san joaquin",532,25,10,0,2020-04-28
"2298","san joaquin",540,25,8,0,2020-04-29
"2299","san joaquin",548,25,8,0,2020-04-30
"2300","san joaquin",554,25,6,0,2020-05-01
"2301","san joaquin",559,25,5,0,2020-05-02
"2302","san joaquin",570,26,11,1,2020-05-03
"2303","san joaquin",574,26,4,0,2020-05-04
"2304","san joaquin",577,26,3,0,2020-05-05
"2305","san joaquin",581,27,4,1,2020-05-06
"2306","san joaquin",583,28,2,1,2020-05-07
"2307","san joaquin",595,28,12,0,2020-05-08
"2308","san joaquin",605,28,10,0,2020-05-09
"2309","san joaquin",611,29,6,1,2020-05-10
"2310","san joaquin",620,29,9,0,2020-05-11
"2311","san joaquin",625,30,5,1,2020-05-12
"2312","san joaquin",639,31,14,1,2020-05-13
"2313","san joaquin",643,31,4,0,2020-05-14
"2314","san joaquin",656,31,13,0,2020-05-15
"2315","san joaquin",668,32,12,1,2020-05-16
"2316","san joaquin",688,32,20,0,2020-05-17
"2317","san joaquin",697,32,9,0,2020-05-18
"2318","san joaquin",705,33,8,1,2020-05-19
"2319","san joaquin",713,33,8,0,2020-05-20
"2320","san joaquin",730,33,17,0,2020-05-21
"2321","san joaquin",747,33,17,0,2020-05-22
"2322","san joaquin",759,33,12,0,2020-05-23
"2323","san joaquin",760,33,1,0,2020-05-24
"2324","san joaquin",760,33,0,0,2020-05-25
"2325","san joaquin",760,33,0,0,2020-05-26
"2326","san joaquin",825,34,65,1,2020-05-27
"2327","san joaquin",840,35,15,1,2020-05-28
"2328","san joaquin",855,35,15,0,2020-05-29
"2329","san joaquin",888,35,33,0,2020-05-30
"2330","san joaquin",888,35,0,0,2020-05-31
"2331","san joaquin",957,35,69,0,2020-06-01
"2332","san joaquin",985,35,28,0,2020-06-02
"2333","san joaquin",1004,35,19,0,2020-06-03
"2334","san joaquin",1016,36,12,1,2020-06-04
"2335","san joaquin",1046,36,30,0,2020-06-05
"2336","san joaquin",1076,37,30,1,2020-06-06
"2337","san joaquin",1126,37,50,0,2020-06-07
"2338","san joaquin",1198,37,72,0,2020-06-08
"2339","san joaquin",1240,40,42,3,2020-06-09
"2340","san joaquin",1282,41,42,1,2020-06-10
"2341","san joaquin",1351,42,69,1,2020-06-11
"2342","san joaquin",1406,43,55,1,2020-06-12
"2343","san joaquin",1461,43,55,0,2020-06-13
"2344","san joaquin",1603,43,142,0,2020-06-14
"2345","san joaquin",1667,43,64,0,2020-06-15
"2346","san joaquin",1718,47,51,4,2020-06-16
"2347","san joaquin",1825,47,107,0,2020-06-17
"2348","san joaquin",1908,47,83,0,2020-06-18
"2349","san joaquin",1969,48,61,1,2020-06-19
"2350","san joaquin",2046,48,77,0,2020-06-20
"2351","san joaquin",2188,48,142,0,2020-06-21
"2352","san joaquin",2332,48,144,0,2020-06-22
"2353","san joaquin",2502,48,170,0,2020-06-23
"2354","san joaquin",2680,49,178,1,2020-06-24
"2355","san joaquin",2823,49,143,0,2020-06-25
"2356","san joaquin",2981,52,158,3,2020-06-26
"2357","san joaquin",3145,52,164,0,2020-06-27
"2358","san joaquin",3395,52,250,0,2020-06-28
"2359","san joaquin",3606,52,211,0,2020-06-29
"2360","san joaquin",3903,52,297,0,2020-06-30
"2361","san joaquin",3997,54,94,2,2020-07-01
"2362","san joaquin",4243,55,246,1,2020-07-02
"2363","san joaquin",4416,55,173,0,2020-07-03
"2364","ventura",11,0,11,0,2020-03-18
"2365","ventura",15,0,4,0,2020-03-19
"2366","ventura",18,0,3,0,2020-03-20
"2367","ventura",22,0,4,0,2020-03-21
"2368","ventura",26,0,4,0,2020-03-22
"2369","ventura",30,0,4,0,2020-03-23
"2370","ventura",44,1,14,1,2020-03-24
"2371","ventura",53,1,9,0,2020-03-25
"2372","ventura",70,1,17,0,2020-03-26
"2373","ventura",80,2,10,1,2020-03-27
"2374","ventura",89,2,9,0,2020-03-28
"2375","ventura",92,2,3,0,2020-03-29
"2376","ventura",118,2,26,0,2020-03-30
"2377","ventura",143,4,25,2,2020-03-31
"2378","ventura",154,5,11,1,2020-04-01
"2379","ventura",178,5,24,0,2020-04-02
"2380","ventura",186,6,8,1,2020-04-03
"2381","ventura",194,6,8,0,2020-04-04
"2382","ventura",196,6,2,0,2020-04-05
"2383","ventura",234,6,38,0,2020-04-06
"2384","ventura",247,6,13,0,2020-04-07
"2385","ventura",263,7,16,1,2020-04-08
"2386","ventura",273,9,10,2,2020-04-09
"2387","ventura",290,9,17,0,2020-04-10
"2388","ventura",304,9,14,0,2020-04-11
"2389","ventura",306,9,2,0,2020-04-12
"2390","ventura",311,9,5,0,2020-04-13
"2391","ventura",328,10,17,1,2020-04-14
"2392","ventura",365,13,37,3,2020-04-15
"2393","ventura",384,13,19,0,2020-04-16
"2394","ventura",398,13,14,0,2020-04-17
"2395","ventura",416,13,18,0,2020-04-18
"2396","ventura",418,13,2,0,2020-04-19
"2397","ventura",426,13,8,0,2020-04-20
"2398","ventura",455,13,29,0,2020-04-21
"2399","ventura",465,14,10,1,2020-04-22
"2400","ventura",479,16,14,2,2020-04-23
"2401","ventura",489,16,10,0,2020-04-24
"2402","ventura",494,16,5,0,2020-04-25
"2403","ventura",509,17,15,1,2020-04-26
"2404","ventura",513,17,4,0,2020-04-27
"2405","ventura",517,17,4,0,2020-04-28
"2406","ventura",530,18,13,1,2020-04-29
"2407","ventura",547,18,17,0,2020-04-30
"2408","ventura",556,18,9,0,2020-05-01
"2409","ventura",564,19,8,1,2020-05-02
"2410","ventura",583,19,19,0,2020-05-03
"2411","ventura",590,19,7,0,2020-05-04
"2412","ventura",607,19,17,0,2020-05-05
"2413","ventura",619,19,12,0,2020-05-06
"2414","ventura",647,19,28,0,2020-05-07
"2415","ventura",665,19,18,0,2020-05-08
"2416","ventura",679,19,14,0,2020-05-09
"2417","ventura",690,19,11,0,2020-05-10
"2418","ventura",698,19,8,0,2020-05-11
"2419","ventura",718,19,20,0,2020-05-12
"2420","ventura",742,24,24,5,2020-05-13
"2421","ventura",760,25,18,1,2020-05-14
"2422","ventura",789,25,29,0,2020-05-15
"2423","ventura",813,25,24,0,2020-05-16
"2424","ventura",838,25,25,0,2020-05-17
"2425","ventura",850,27,12,2,2020-05-18
"2426","ventura",861,28,11,1,2020-05-19
"2427","ventura",879,28,18,0,2020-05-20
"2428","ventura",907,29,28,1,2020-05-21
"2429","ventura",937,30,30,1,2020-05-22
"2430","ventura",961,30,24,0,2020-05-23
"2431","ventura",982,30,21,0,2020-05-24
"2432","ventura",1020,30,38,0,2020-05-25
"2433","ventura",1033,30,13,0,2020-05-26
"2434","ventura",1065,32,32,2,2020-05-27
"2435","ventura",1083,32,18,0,2020-05-28
"2436","ventura",1093,32,10,0,2020-05-29
"2437","ventura",1116,33,23,1,2020-05-30
"2438","ventura",1151,33,35,0,2020-05-31
"2439","ventura",1163,34,12,1,2020-06-01
"2440","ventura",1178,34,15,0,2020-06-02
"2441","ventura",1202,34,24,0,2020-06-03
"2442","ventura",1236,35,34,1,2020-06-04
"2443","ventura",1274,35,38,0,2020-06-05
"2444","ventura",1303,35,29,0,2020-06-06
"2445","ventura",1337,35,34,0,2020-06-07
"2446","ventura",1382,35,45,0,2020-06-08
"2447","ventura",1407,35,25,0,2020-06-09
"2448","ventura",1446,38,39,3,2020-06-10
"2449","ventura",1491,38,45,0,2020-06-11
"2450","ventura",1534,40,43,2,2020-06-12
"2451","ventura",1567,40,33,0,2020-06-13
"2452","ventura",1610,40,43,0,2020-06-14
"2453","ventura",1656,41,46,1,2020-06-15
"2454","ventura",1676,41,20,0,2020-06-16
"2455","ventura",1729,41,53,0,2020-06-17
"2456","ventura",1781,41,52,0,2020-06-18
"2457","ventura",1865,42,84,1,2020-06-19
"2458","ventura",1946,42,81,0,2020-06-20
"2459","ventura",2021,42,75,0,2020-06-21
"2460","ventura",2065,43,44,1,2020-06-22
"2461","ventura",2209,43,144,0,2020-06-23
"2462","ventura",2314,44,105,1,2020-06-24
"2463","ventura",2360,44,46,0,2020-06-25
"2464","ventura",2467,44,107,0,2020-06-26
"2465","ventura",2561,44,94,0,2020-06-27
"2466","ventura",2747,44,186,0,2020-06-28
"2467","ventura",3002,45,255,1,2020-06-29
"2468","ventura",3156,46,154,1,2020-06-30
"2469","ventura",3230,46,74,0,2020-07-01
"2470","ventura",3394,47,164,1,2020-07-02
"2471","ventura",3536,47,142,0,2020-07-03
"2472","trinity",0,0,0,0,2020-03-18
"2473","trinity",0,0,0,0,2020-03-19
"2474","trinity",0,0,0,0,2020-03-20
"2475","trinity",0,0,0,0,2020-03-21
"2476","trinity",0,0,0,0,2020-03-22
"2477","trinity",0,0,0,0,2020-03-23
"2478","trinity",0,0,0,0,2020-03-24
"2479","trinity",0,0,0,0,2020-03-25
"2480","trinity",0,0,0,0,2020-03-26
"2481","trinity",0,0,0,0,2020-03-27
"2482","trinity",0,0,0,0,2020-03-28
"2483","trinity",0,0,0,0,2020-03-29
"2484","trinity",0,0,0,0,2020-03-30
"2485","trinity",0,0,0,0,2020-03-31
"2486","trinity",0,0,0,0,2020-04-01
"2487","trinity",0,0,0,0,2020-04-02
"2488","trinity",0,0,0,0,2020-04-03
"2489","trinity",0,0,0,0,2020-04-04
"2490","trinity",0,0,0,0,2020-04-05
"2491","trinity",0,0,0,0,2020-04-06
"2492","trinity",0,0,0,0,2020-04-07
"2493","trinity",0,0,0,0,2020-04-08
"2494","trinity",0,0,0,0,2020-04-09
"2495","trinity",0,0,0,0,2020-04-10
"2496","trinity",0,0,0,0,2020-04-11
"2497","trinity",0,0,0,0,2020-04-12
"2498","trinity",0,0,0,0,2020-04-13
"2499","trinity",0,0,0,0,2020-04-14
"2500","trinity",0,0,0,0,2020-04-15
"2501","trinity",0,0,0,0,2020-04-16
"2502","trinity",0,0,0,0,2020-04-17
"2503","trinity",0,0,0,0,2020-04-18
"2504","trinity",0,0,0,0,2020-04-19
"2505","trinity",0,0,0,0,2020-04-20
"2506","trinity",0,0,0,0,2020-04-21
"2507","trinity",0,0,0,0,2020-04-22
"2508","trinity",0,0,0,0,2020-04-23
"2509","trinity",0,0,0,0,2020-04-24
"2510","trinity",0,0,0,0,2020-04-25
"2511","trinity",0,0,0,0,2020-04-26
"2512","trinity",0,0,0,0,2020-04-27
"2513","trinity",0,0,0,0,2020-04-28
"2514","trinity",0,0,0,0,2020-04-29
"2515","trinity",0,0,0,0,2020-04-30
"2516","trinity",0,0,0,0,2020-05-01
"2517","trinity",0,0,0,0,2020-05-02
"2518","trinity",0,0,0,0,2020-05-03
"2519","trinity",0,0,0,0,2020-05-04
"2520","trinity",0,0,0,0,2020-05-05
"2521","trinity",0,0,0,0,2020-05-06
"2522","trinity",0,0,0,0,2020-05-07
"2523","trinity",0,0,0,0,2020-05-08
"2524","trinity",1,0,1,0,2020-05-09
"2525","trinity",1,0,0,0,2020-05-10
"2526","trinity",1,0,0,0,2020-05-11
"2527","trinity",1,0,0,0,2020-05-12
"2528","trinity",2,0,1,0,2020-05-13
"2529","trinity",1,0,-1,0,2020-05-14
"2530","trinity",1,0,0,0,2020-05-15
"2531","trinity",1,0,0,0,2020-05-16
"2532","trinity",1,0,0,0,2020-05-17
"2533","trinity",1,0,0,0,2020-05-18
"2534","trinity",1,0,0,0,2020-05-19
"2535","trinity",1,0,0,0,2020-05-20
"2536","trinity",1,0,0,0,2020-05-21
"2537","trinity",1,0,0,0,2020-05-22
"2538","trinity",1,0,0,0,2020-05-23
"2539","trinity",1,0,0,0,2020-05-24
"2540","trinity",1,0,0,0,2020-05-25
"2541","trinity",1,0,0,0,2020-05-26
"2542","trinity",1,0,0,0,2020-05-27
"2543","trinity",1,0,0,0,2020-05-28
"2544","trinity",1,0,0,0,2020-05-29
"2545","trinity",1,0,0,0,2020-05-30
"2546","trinity",1,0,0,0,2020-05-31
"2547","trinity",1,0,0,0,2020-06-01
"2548","trinity",1,0,0,0,2020-06-02
"2549","trinity",1,0,0,0,2020-06-03
"2550","trinity",1,0,0,0,2020-06-04
"2551","trinity",1,0,0,0,2020-06-05
"2552","trinity",2,0,1,0,2020-06-06
"2553","trinity",2,0,0,0,2020-06-07
"2554","trinity",2,0,0,0,2020-06-08
"2555","trinity",2,0,0,0,2020-06-09
"2556","trinity",2,0,0,0,2020-06-10
"2557","trinity",2,0,0,0,2020-06-11
"2558","trinity",2,0,0,0,2020-06-12
"2559","trinity",2,0,0,0,2020-06-13
"2560","trinity",2,0,0,0,2020-06-14
"2561","trinity",2,0,0,0,2020-06-15
"2562","trinity",2,0,0,0,2020-06-16
"2563","trinity",2,0,0,0,2020-06-17
"2564","trinity",2,0,0,0,2020-06-18
"2565","trinity",2,0,0,0,2020-06-19
"2566","trinity",2,0,0,0,2020-06-20
"2567","trinity",2,0,0,0,2020-06-21
"2568","trinity",2,0,0,0,2020-06-22
"2569","trinity",2,0,0,0,2020-06-23
"2570","trinity",2,0,0,0,2020-06-24
"2571","trinity",2,0,0,0,2020-06-25
"2572","trinity",2,0,0,0,2020-06-26
"2573","trinity",2,0,0,0,2020-06-27
"2574","trinity",2,0,0,0,2020-06-28
"2575","trinity",2,0,0,0,2020-06-29
"2576","trinity",2,0,0,0,2020-06-30
"2577","trinity",2,0,0,0,2020-07-01
"2578","trinity",2,0,0,0,2020-07-02
"2579","trinity",2,0,0,0,2020-07-03
"2580","mariposa",0,0,0,0,2020-03-18
"2581","mariposa",0,0,0,0,2020-03-19
"2582","mariposa",0,0,0,0,2020-03-20
"2583","mariposa",0,0,0,0,2020-03-21
"2584","mariposa",0,0,0,0,2020-03-22
"2585","mariposa",0,0,0,0,2020-03-23
"2586","mariposa",0,0,0,0,2020-03-24
"2587","mariposa",0,0,0,0,2020-03-25
"2588","mariposa",0,0,0,0,2020-03-26
"2589","mariposa",0,0,0,0,2020-03-27
"2590","mariposa",0,0,0,0,2020-03-28
"2591","mariposa",0,0,0,0,2020-03-29
"2592","mariposa",0,0,0,0,2020-03-30
"2593","mariposa",0,0,0,0,2020-03-31
"2594","mariposa",0,0,0,0,2020-04-01
"2595","mariposa",0,0,0,0,2020-04-02
"2596","mariposa",0,0,0,0,2020-04-03
"2597","mariposa",0,0,0,0,2020-04-04
"2598","mariposa",0,0,0,0,2020-04-05
"2599","mariposa",0,0,0,0,2020-04-06
"2600","mariposa",0,0,0,0,2020-04-07
"2601","mariposa",0,0,0,0,2020-04-08
"2602","mariposa",0,0,0,0,2020-04-09
"2603","mariposa",0,0,0,0,2020-04-10
"2604","mariposa",0,0,0,0,2020-04-11
"2605","mariposa",0,0,0,0,2020-04-12
"2606","mariposa",0,0,0,0,2020-04-13
"2607","mariposa",0,0,0,0,2020-04-14
"2608","mariposa",0,0,0,0,2020-04-15
"2609","mariposa",1,0,1,0,2020-04-16
"2610","mariposa",0,0,-1,0,2020-04-17
"2611","mariposa",0,0,0,0,2020-04-18
"2612","mariposa",0,0,0,0,2020-04-19
"2613","mariposa",0,0,0,0,2020-04-20
"2614","mariposa",0,0,0,0,2020-04-21
"2615","mariposa",0,0,0,0,2020-04-22
"2616","mariposa",0,0,0,0,2020-04-23
"2617","mariposa",0,0,0,0,2020-04-24
"2618","mariposa",0,0,0,0,2020-04-25
"2619","mariposa",0,0,0,0,2020-04-26
"2620","mariposa",0,0,0,0,2020-04-27
"2621","mariposa",0,0,0,0,2020-04-28
"2622","mariposa",1,0,1,0,2020-04-29
"2623","mariposa",3,0,2,0,2020-04-30
"2624","mariposa",10,0,7,0,2020-05-01
"2625","mariposa",13,0,3,0,2020-05-02
"2626","mariposa",13,0,0,0,2020-05-03
"2627","mariposa",13,0,0,0,2020-05-04
"2628","mariposa",14,0,1,0,2020-05-05
"2629","mariposa",14,0,0,0,2020-05-06
"2630","mariposa",15,0,1,0,2020-05-07
"2631","mariposa",15,0,0,0,2020-05-08
"2632","mariposa",15,0,0,0,2020-05-09
"2633","mariposa",15,0,0,0,2020-05-10
"2634","mariposa",15,0,0,0,2020-05-11
"2635","mariposa",15,0,0,0,2020-05-12
"2636","mariposa",15,0,0,0,2020-05-13
"2637","mariposa",15,0,0,0,2020-05-14
"2638","mariposa",15,0,0,0,2020-05-15
"2639","mariposa",15,1,0,1,2020-05-16
"2640","mariposa",15,1,0,0,2020-05-17
"2641","mariposa",15,1,0,0,2020-05-18
"2642","mariposa",15,1,0,0,2020-05-19
"2643","mariposa",15,1,0,0,2020-05-20
"2644","mariposa",15,1,0,0,2020-05-21
"2645","mariposa",15,1,0,0,2020-05-22
"2646","mariposa",15,1,0,0,2020-05-23
"2647","mariposa",15,1,0,0,2020-05-24
"2648","mariposa",15,1,0,0,2020-05-25
"2649","mariposa",16,1,1,0,2020-05-26
"2650","mariposa",16,1,0,0,2020-05-27
"2651","mariposa",16,1,0,0,2020-05-28
"2652","mariposa",16,1,0,0,2020-05-29
"2653","mariposa",16,1,0,0,2020-05-30
"2654","mariposa",16,1,0,0,2020-05-31
"2655","mariposa",16,1,0,0,2020-06-01
"2656","mariposa",16,1,0,0,2020-06-02
"2657","mariposa",16,1,0,0,2020-06-03
"2658","mariposa",16,1,0,0,2020-06-04
"2659","mariposa",16,1,0,0,2020-06-05
"2660","mariposa",16,1,0,0,2020-06-06
"2661","mariposa",16,1,0,0,2020-06-07
"2662","mariposa",16,1,0,0,2020-06-08
"2663","mariposa",16,1,0,0,2020-06-09
"2664","mariposa",16,1,0,0,2020-06-10
"2665","mariposa",16,1,0,0,2020-06-11
"2666","mariposa",16,1,0,0,2020-06-12
"2667","mariposa",16,1,0,0,2020-06-13
"2668","mariposa",16,1,0,0,2020-06-14
"2669","mariposa",17,1,1,0,2020-06-15
"2670","mariposa",17,1,0,0,2020-06-16
"2671","mariposa",18,1,1,0,2020-06-17
"2672","mariposa",18,1,0,0,2020-06-18
"2673","mariposa",18,1,0,0,2020-06-19
"2674","mariposa",18,1,0,0,2020-06-20
"2675","mariposa",18,1,0,0,2020-06-21
"2676","mariposa",18,1,0,0,2020-06-22
"2677","mariposa",18,1,0,0,2020-06-23
"2678","mariposa",19,1,1,0,2020-06-24
"2679","mariposa",20,1,1,0,2020-06-25
"2680","mariposa",21,1,1,0,2020-06-26
"2681","mariposa",22,1,1,0,2020-06-27
"2682","mariposa",24,1,2,0,2020-06-28
"2683","mariposa",26,1,2,0,2020-06-29
"2684","mariposa",28,1,2,0,2020-06-30
"2685","mariposa",28,1,0,0,2020-07-01
"2686","mariposa",28,1,0,0,2020-07-02
"2687","mariposa",28,1,0,0,2020-07-03
"2688","el dorado",0,0,0,0,2020-03-18
"2689","el dorado",0,0,0,0,2020-03-19
"2690","el dorado",1,0,1,0,2020-03-20
"2691","el dorado",1,0,0,0,2020-03-21
"2692","el dorado",1,0,0,0,2020-03-22
"2693","el dorado",3,0,2,0,2020-03-23
"2694","el dorado",3,0,0,0,2020-03-24
"2695","el dorado",5,0,2,0,2020-03-25
"2696","el dorado",7,0,2,0,2020-03-26
"2697","el dorado",9,0,2,0,2020-03-27
"2698","el dorado",9,0,0,0,2020-03-28
"2699","el dorado",9,0,0,0,2020-03-29
"2700","el dorado",11,0,2,0,2020-03-30
